record,age,sex,grade,race4,race7,bmi,stweight
630079,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
934884,16 years old,Female,10th,NA,NA,23.3029,65.77
1101876,18 years old or older,Male,11th,Hispanic/Latino,Hispanic/Latino,32.956999999999994,84.36999999999999
1096316,15 years old,Male,10th,All other races,Multiple - Non-Hispanic,17.9989,50.8
635432,13 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,13.1605,27.67
183052,16 years old,Male,11th,Black or African American,Black or African American,NA,NA
403499,14 years old,Female,9th,NA,NA,26.130900000000004,64.41000000000001
1306458,16 years old,Male,9th,White,White,35.5586,115.21000000000001
1313211,16 years old,Female,9th,Black or African American,Black or African American,20.1992,51.71
926269,16 years old,Male,11th,All other races,Asian,19.476499999999998,70.31
1108048,17 years old,Female,10th,White,White,26.993699999999997,54.43
1311341,15 years old,Female,10th,Black or African American,Black or African American,39.91439999999999,83.92
1315201,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,25.0274,61.690000000000005
107738,15 years old,Male,9th,All other races,Asian,NA,NA
769010,15 years old,Female,9th,All other races,Multiple - Non-Hispanic,24.5412,56.7
41884,18 years old or older,Female,12th,White,White,NA,NA
1316038,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,20.492199999999997,55.790000000000006
924938,16 years old,Male,10th,Black or African American,Black or African American,38.066900000000004,116.58
118699,16 years old,Female,11th,All other races,Asian,NA,NA
41887,18 years old or older,Female,12th,White,White,NA,NA
761301,15 years old,Male,9th,White,White,20.326900000000002,55.339999999999996
938075,18 years old or older,Female,12th,All other races,Am Indian / Alaska Native,24.0977,61.690000000000005
190581,18 years old or older,Female,11th,Black or African American,Black or African American,NA,NA
922352,14 years old,Male,9th,Black or African American,Black or African American,19.3125,49.44
180468,16 years old,NA,10th,All other races,NA,NA,NA
633842,17 years old,Male,12th,All other races,Asian,20.045399999999997,67.13
504624,17 years old,Male,12th,White,White,34.232800000000005,141.07
933926,16 years old,Female,11th,Black or African American,Black or African American,20.16,45.36
262556,18 years old or older,Male,10th,Black or African American,Black or African American,NA,NA
1305990,16 years old,Male,9th,White,White,23.620800000000003,74.84
1107108,17 years old,Female,12th,All other races,Am Indian / Alaska Native,22.5762,52.160000000000004
1311582,15 years old,Female,9th,White,White,24.411900000000003,64.86
1312225,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
183764,17 years old,Male,11th,All other races,NA,NA,NA
334003,17 years old,Female,11th,All other races,Native Hawaiian/other PI,20.089299999999998,56.7
42626,18 years old or older,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
923465,15 years old,Male,9th,White,White,25.6677,90.72
1309252,18 years old or older,Male,11th,White,White,NA,NA
935477,17 years old,Female,12th,White,White,24.328699999999998,70.31
42030,18 years old or older,Female,12th,All other races,NA,NA,NA
931504,15 years old,Female,9th,White,White,21.972699999999996,56.25
30777,14 years old,Male,9th,White,White,NA,NA
107445,14 years old,Male,10th,All other races,NA,NA,NA
1097927,16 years old,Male,9th,White,White,20.2994,65.77
628767,12 years old or younger,Male,NA,White,White,NA,NA
924435,15 years old,Male,10th,All other races,Asian,24.3811,81.64999999999999
1100958,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,30.534300000000002,86.17999999999999
502217,16 years old,Male,10th,All other races,Multiple - Non-Hispanic,19.255499999999998,58.97
933582,16 years old,Female,11th,Black or African American,Black or African American,21.346,61.690000000000005
400415,17 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,22.5375,59.879999999999995
503628,17 years old,Male,10th,White,White,22.217100000000002,68.04
922549,14 years old,Male,9th,All other races,Asian,14.9936,NA
637543,15 years old,Female,10th,All other races,Asian,18.1864,54.43
183321,16 years old,Male,11th,White,White,NA,NA
406515,16 years old,Female,11th,All other races,Native Hawaiian/other PI,21.336100000000002,51.260000000000005
766576,18 years old or older,Male,11th,All other races,Multiple - Non-Hispanic,35.1828,127.01
1100736,17 years old,Male,12th,Black or African American,Black or African American,29.8203,102.06
922466,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,18.6612,57.15
1311702,15 years old,Female,10th,All other races,Multiple - Non-Hispanic,19.6584,53.52
928958,18 years old or older,Male,12th,Black or African American,Black or African American,22.980399999999996,64.86
1103169,15 years old,Female,10th,White,White,24.732599999999998,59.42
1108160,17 years old,Female,12th,All other races,Asian,21.1446,50.8
36491,18 years old or older,Male,12th,All other races,NA,NA,NA
931511,15 years old,Female,9th,White,White,20.0234,51.260000000000005
1101013,18 years old or older,Male,12th,All other races,Am Indian / Alaska Native,30.7789,97.52
1309180,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,20.290599999999998,62.14
506166,18 years old or older,Male,9th,Hispanic/Latino,Hispanic/Latino,20.089299999999998,56.7
1308976,17 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,25.114200000000004,72.58
271228,18 years old or older,Female,12th,White,White,NA,NA
1313444,16 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,21.5303,53.07
119539,16 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
935112,16 years old,Female,11th,Black or African American,Black or African American,22.733800000000002,68.04
1313074,16 years old,Female,10th,White,White,29.157000000000004,79.38
1100469,17 years old,Male,12th,White,White,22.191000000000003,70.31
931387,15 years old,Female,9th,White,White,31.654700000000002,86.17999999999999
397954,15 years old,Male,NA,All other races,Native Hawaiian/other PI,NA,NA
1305148,15 years old,Male,9th,All other races,Asian,20.8264,56.7
119908,17 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
931639,15 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,23.6004,56.7
1313517,16 years old,Female,11th,White,White,15.695500000000001,45.36
37764,15 years old,Female,10th,All other races,Asian,NA,NA
1098827,16 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,22.0458,69.85
1314001,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
31143,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1306344,16 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,22.195,58.97
1309113,17 years old,Male,10th,White,White,28.929299999999998,81.64999999999999
1308321,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,31.654700000000002,86.17999999999999
1303751,14 years old,Male,9th,All other races,Asian,22.6202,71.66999999999999
39121,16 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
937653,18 years old or older,Female,11th,Black or African American,Black or African American,23.9,63.5
1314178,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,21.7107,52.160000000000004
322737,15 years old,Male,10th,All other races,Asian,21.697800000000004,61.24
926265,16 years old,Male,9th,White,White,24.7544,65.77
107865,15 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
1313487,16 years old,Female,11th,Black or African American,Black or African American,26.682599999999997,65.77
1305936,16 years old,Male,10th,Black or African American,Black or African American,NA,NA
1305871,16 years old,Male,10th,Black or African American,Black or African American,23.6996,72.58
1308596,17 years old,Male,11th,White,White,22.4593,79.38
117317,15 years old,Female,10th,Black or African American,Black or African American,NA,NA
1306423,16 years old,Male,11th,Black or African American,Black or African American,24.8264,67.59
1104168,15 years old,Female,9th,Black or African American,Black or African American,18.4388,48.99
326033,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,18.9511,64.86
1305461,15 years old,Male,10th,White,White,17.68,49.9
40426,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
1315998,17 years old,Female,11th,All other races,Asian,21.336100000000002,51.260000000000005
33595,16 years old,Male,10th,Black or African American,Black or African American,NA,NA
1307449,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,23.7994,77.11
505812,18 years old or older,Male,11th,White,White,NA,NA
408416,17 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,23.6584,64.41000000000001
1309502,18 years old or older,Male,12th,White,White,43.948100000000004,127.01
1106795,16 years old,Female,10th,All other races,Asian,NA,NA
119791,17 years old,Female,11th,White,White,NA,NA
1306588,16 years old,Male,11th,Black or African American,Black or African American,22.958399999999997,70.31
1308327,17 years old,Male,10th,White,White,27.089499999999997,90.72
181462,15 years old,Male,10th,All other races,NA,NA,NA
330047,15 years old,Female,10th,Black or African American,Black or African American,21.346,61.690000000000005
927879,17 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,22.498599999999996,63.5
499603,14 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
1312148,15 years old,Female,9th,White,White,20.486299999999996,54.43
1310180,18 years old or older,Male,12th,White,White,28.233900000000002,99.79
1102377,14 years old,Female,9th,White,White,37.8897,113.4
256894,15 years old,Male,9th,Black or African American,Black or African American,NA,NA
266208,15 years old,Female,9th,White,White,NA,NA
936073,17 years old,Female,12th,All other races,Asian,37.8897,113.4
327990,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,23.486299999999996,83.01
191275,18 years old or older,Female,12th,All other races,NA,NA,NA
933800,16 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,27.4648,70.31
1315069,17 years old,Female,10th,White,White,31.8433,97.52
115481,14 years old,Female,9th,White,White,NA,NA
933438,16 years old,Female,10th,White,White,23.786699999999996,53.52
936659,17 years old,Female,12th,All other races,Native Hawaiian/other PI,23.0352,58.97
264240,14 years old,Female,9th,Black or African American,Black or African American,NA,NA
1313836,16 years old,Female,11th,White,White,23.946699999999996,71.66999999999999
37002,14 years old,Female,9th,White,White,NA,NA
1306383,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,18.1864,54.43
114584,18 years old or older,Male,12th,All other races,Am Indian / Alaska Native,NA,NA
1311666,15 years old,Female,9th,Black or African American,Black or African American,23.0494,61.24
1308110,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,26.0401,84.36999999999999
1306052,16 years old,Male,11th,White,White,21.3407,56.7
928241,17 years old,Male,12th,All other races,Native Hawaiian/other PI,21.1903,61.24
1315309,17 years old,Female,12th,All other races,Multiple - Non-Hispanic,22.5039,57.61
334736,17 years old,Female,12th,White,White,17.748199999999997,42.64
38775,16 years old,Female,11th,White,White,NA,NA
1108585,17 years old,Female,10th,White,White,22.498599999999996,63.5
923310,15 years old,Male,9th,All other races,Multiple - Non-Hispanic,31.0124,106.14
1306060,16 years old,Male,11th,White,White,20.4618,61.24
1316757,18 years old or older,Female,12th,White,White,20.77,49.9
107519,14 years old,Male,9th,All other races,Am Indian / Alaska Native,NA,NA
40801,17 years old,Female,12th,All other races,Asian,NA,NA
923096,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,29.4012,95.26
1108466,17 years old,Female,10th,White,White,29.876900000000003,79.38
37242,15 years old,Female,9th,Black or African American,Black or African American,NA,NA
32526,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
408478,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,20.0125,48.08
37500,15 years old,Female,10th,Black or African American,Black or African American,NA,NA
1307369,16 years old,Male,11th,White,White,25.178800000000003,77.11
40955,17 years old,Female,12th,White,White,NA,NA
333443,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,24.9351,57.61
186432,15 years old,Female,9th,Black or African American,Black or African American,NA,NA
325361,16 years old,Male,10th,White,White,20.7581,65.77
502618,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,25.114200000000004,72.58
190208,17 years old,Female,12th,White,White,NA,NA
401196,17 years old,Male,11th,Black or African American,Black or African American,37.028600000000004,113.4
925541,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,30.9165,92.53
1095079,14 years old,Male,9th,Black or African American,Black or African American,17.0351,48.08
922543,14 years old,Male,9th,Black or African American,Black or African American,25.0058,74.84
1099217,17 years old,Male,11th,All other races,Multiple - Non-Hispanic,18.611900000000006,58.97
935772,17 years old,Female,12th,White,White,19.3233,47.63
190342,17 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
929408,18 years old or older,Male,12th,White,White,23.620800000000003,74.84
329076,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1311285,15 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,25.8647,62.14
1309410,18 years old or older,Male,12th,NA,NA,21.700599999999998,70.31
925017,16 years old,Male,11th,White,White,23.7994,77.11
1105075,16 years old,Female,11th,Black or African American,Black or African American,30.311700000000002,90.72
268285,16 years old,Female,10th,All other races,NA,NA,NA
1106906,17 years old,Female,12th,All other races,Am Indian / Alaska Native,28.5675,82.56
1315471,17 years old,Female,11th,White,White,22.757800000000003,65.77
1312202,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,25.114200000000004,72.58
1309414,18 years old or older,Male,12th,White,White,29.2249,108.86
1314743,17 years old,Female,12th,White,White,25.8751,73.03
324286,16 years old,Male,11th,All other races,Multiple - Non-Hispanic,23.5185,76.2
922271,14 years old,NA,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
32304,16 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1311925,15 years old,Female,9th,Black or African American,Black or African American,26.0346,73.48
1311497,15 years old,Female,9th,White,White,21.793,55.790000000000006
260366,17 years old,Male,11th,White,White,NA,NA
933243,15 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,17.326,47.17
1107994,17 years old,Female,12th,All other races,Asian,23.0494,61.24
1102459,14 years old,Female,9th,All other races,Am Indian / Alaska Native,19.327800000000003,52.620000000000005
762929,16 years old,Male,11th,Black or African American,Black or African American,25.8962,74.84
1096603,15 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,37.325700000000005,114.31
1307263,16 years old,Male,10th,White,White,23.7994,77.11
34096,17 years old,Male,11th,Black or African American,Black or African American,NA,NA
929834,18 years old or older,Male,11th,White,White,NA,NA
1101543,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
935978,17 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,21.2041,48.99
929827,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,24.5412,56.7
1315080,17 years old,Female,12th,White,White,24.4011,73.03
1305200,15 years old,Male,9th,White,White,25.0537,79.38
1308232,17 years old,Male,9th,Black or African American,Black or African American,35.9902,110.22
260502,17 years old,Male,11th,All other races,NA,NA,NA
406779,16 years old,Female,10th,White,White,NA,NA
258850,16 years old,Male,11th,White,White,NA,NA
1106769,16 years old,Female,11th,White,White,21.5017,62.14
1306157,16 years old,Male,10th,White,White,23.025499999999997,77.11
935703,17 years old,Female,11th,Black or African American,Black or African American,29.9792,86.64
264452,14 years old,Female,9th,Black or African American,Black or African American,NA,NA
1316019,17 years old,Female,11th,White,White,21.857300000000002,61.690000000000005
36963,14 years old,Female,10th,White,White,NA,NA
1099140,17 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,23.9,63.5
508681,15 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,43.6332,126.1
774132,18 years old or older,Female,11th,White,White,22.5039,57.61
1098160,16 years old,Male,10th,Black or African American,Black or African American,NA,NA
1102186,18 years old or older,Male,12th,All other races,Asian,24.991699999999998,68.04
765274,17 years old,Male,12th,NA,NA,NA,NA
333770,17 years old,Female,11th,All other races,Multiple - Non-Hispanic,20.492199999999997,55.790000000000006
404939,15 years old,Female,9th,All other races,Multiple - Non-Hispanic,19.284999999999997,54.43
927079,17 years old,Male,11th,White,White,42,136.08
409196,18 years old or older,Female,12th,Black or African American,Black or African American,21.972299999999997,63.5
1304676,15 years old,Male,10th,White,White,20.089299999999998,56.7
40683,17 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
1313479,16 years old,Female,10th,White,White,18.314300000000003,44
1304033,14 years old,Male,9th,White,White,33.157,90.27
1306525,16 years old,Male,11th,Black or African American,Black or African American,25.178800000000003,77.11
1109142,18 years old or older,Female,11th,White,White,30.8258,71.22
925543,16 years old,Male,11th,All other races,Multiple - Non-Hispanic,34.299400000000006,111.13
1309765,18 years old or older,Male,12th,White,White,21.216900000000003,63.5
188503,16 years old,Female,11th,White,White,NA,NA
1314567,17 years old,Female,12th,All other races,Am Indian / Alaska Native,26.0469,66.67999999999999
1304562,15 years old,Male,10th,Black or African American,Black or African American,22.821,73.94000000000001
1100677,17 years old,Male,11th,All other races,Asian,34.9899,95.26
40496,17 years old,Female,12th,Black or African American,Black or African American,NA,NA
406443,16 years old,Female,11th,Black or African American,Black or African American,20.09,58.06
1313907,16 years old,Female,11th,White,White,19.255499999999998,58.97
1309137,17 years old,Male,12th,White,White,16.672800000000002,49.9
924089,15 years old,Male,9th,White,White,20.182699999999997,67.59
1099844,17 years old,Male,12th,NA,NA,25.1556,88.91000000000001
937503,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,29.157000000000004,79.38
929773,18 years old or older,Male,12th,All other races,Asian,22.4012,72.58
321467,18 years old or older,NA,12th,NA,NA,NA,NA
1103915,15 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,21.5234,51.71
934339,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,26.5164,74.84
1316944,18 years old or older,Female,12th,White,White,21.8525,58.06
1303804,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1309564,18 years old or older,Male,12th,White,White,19.216900000000003,65.77
1109508,18 years old or older,Female,11th,Black or African American,Black or African American,25.8962,74.84
932233,15 years old,Female,9th,All other races,Am Indian / Alaska Native,22.195,58.97
34697,17 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
187606,16 years old,Female,12th,White,White,NA,NA
634344,18 years old or older,Male,10th,Hispanic/Latino,Hispanic/Latino,18.6282,73.03
1314777,17 years old,Female,11th,White,White,23.185499999999998,57.15
1314855,17 years old,Female,10th,Black or African American,Black or African American,NA,NA
118514,16 years old,Female,10th,All other races,NA,NA,NA
1099425,17 years old,Male,12th,White,White,18.961499999999997,63.5
1101438,18 years old or older,Male,11th,Hispanic/Latino,Hispanic/Latino,27.988999999999997,76.2
41001,17 years old,Female,10th,Black or African American,Black or African American,NA,NA
40570,17 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
326328,17 years old,Male,11th,NA,NA,23.7033,79.38
35075,17 years old,Male,12th,All other races,Asian,NA,NA
1316122,18 years old or older,Female,12th,White,White,21.3407,56.7
401261,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,31.391000000000002,90.72
925211,16 years old,Male,11th,Black or African American,Black or African American,30.2039,101.14999999999999
1309695,18 years old or older,Male,12th,Black or African American,Black or African American,21.735599999999998,74.39
1309202,18 years old or older,Male,12th,All other races,Asian,19.255499999999998,58.97
927615,17 years old,Male,11th,White,White,26.463199999999997,70.31
1315366,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,20.6094,50.8
42807,18 years old or older,Female,12th,All other races,Asian,NA,NA
773896,18 years old or older,Female,12th,All other races,Native Hawaiian/other PI,25.114200000000004,72.58
938354,18 years old or older,Female,12th,Black or African American,Black or African American,30.7789,97.52
1303710,14 years old,Male,9th,All other races,Native Hawaiian/other PI,17.266399999999997,49.9
259235,16 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
180448,15 years old,NA,9th,White,White,NA,NA
1103153,15 years old,Female,9th,All other races,Multiple - Non-Hispanic,20.7644,46.720000000000006
37435,15 years old,Female,10th,Black or African American,Black or African American,NA,NA
1310736,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,19.2391,44.449999999999996
399845,17 years old,Male,12th,All other races,Multiple - Non-Hispanic,25.200599999999998,81.64999999999999
932101,15 years old,Female,9th,Black or African American,Black or African American,21.8525,58.06
1097648,16 years old,Male,9th,White,White,NA,NA
923904,15 years old,Male,9th,All other races,Multiple - Non-Hispanic,19.1053,58.51
1314774,17 years old,Female,12th,White,White,24.9114,70.31
409692,18 years old or older,Female,12th,All other races,Native Hawaiian/other PI,18.833900000000003,54.43
1100452,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,44.1742,102.06
1309344,18 years old or older,Male,11th,White,White,17.919800000000002,58.06
1306085,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,22.195,58.97
1303654,14 years old,Male,9th,White,White,26.9969,64.86
926519,16 years old,Male,10th,Black or African American,Black or African American,18.466699999999996,58.51
187747,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
321990,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,28.125,79.38
1313452,16 years old,Female,10th,Black or African American,Black or African American,20.8936,58.97
36655,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
931323,15 years old,Female,10th,Black or African American,Black or African American,22.0071,46.27
37193,14 years old,Female,9th,Black or African American,Black or African American,NA,NA
1309283,18 years old or older,Male,12th,All other races,Native Hawaiian/other PI,21.3407,56.7
926919,17 years old,Male,11th,White,White,20.045399999999997,67.13
1311629,15 years old,Female,9th,White,White,28.1682,74.84
1102994,14 years old,Female,9th,All other races,Multiple - Non-Hispanic,17.072499999999998,45.36
925262,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,20.994999999999997,70.31
1306312,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,20.4709,64.86
928630,17 years old,Male,11th,All other races,Asian,25.7701,81.64999999999999
1308162,17 years old,Male,11th,White,White,21.261699999999998,54.43
932557,15 years old,Female,9th,All other races,Multiple - Non-Hispanic,22.6021,65.32
1094890,14 years old,Male,9th,White,White,23.7216,51.260000000000005
1108006,17 years old,Female,12th,NA,NA,29.445399999999996,72.58
34052,17 years old,Male,10th,Black or African American,Black or African American,NA,NA
933965,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
507119,14 years old,Female,9th,White,White,19.492199999999997,49.9
1100403,17 years old,Male,11th,White,White,30.475699999999996,102.06
1303601,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,33.9109,95.71000000000001
1312840,16 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,18.328699999999998,49.9
938088,18 years old or older,Female,11th,White,White,NA,NA
934981,16 years old,Female,9th,White,White,17.7188,45.36
119061,16 years old,Female,11th,White,White,NA,NA
263728,14 years old,Female,9th,All other races,Asian,NA,NA
399749,16 years old,Male,11th,Black or African American,Black or African American,19.619400000000002,56.7
323830,16 years old,Male,10th,Black or African American,Black or African American,35.1786,68.95
1306213,16 years old,Male,10th,White,White,20.0074,59.879999999999995
1308022,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,19.607400000000002,55.339999999999996
640252,17 years old,Female,10th,Black or African American,Black or African American,28.3516,72.58
257427,15 years old,Male,10th,All other races,Asian,NA,NA
1096563,15 years old,Male,10th,Black or African American,Black or African American,24.657500000000002,67.13
1315607,17 years old,Female,11th,White,White,23.9219,61.24
1304742,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,26.8408,77.57
1314910,17 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,20.8264,56.7
260654,17 years old,Male,11th,Black or African American,Black or African American,NA,NA
268647,17 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
1305624,15 years old,Male,10th,White,White,21.5209,64.41000000000001
330336,15 years old,Female,9th,Black or African American,Black or African American,21.2809,68.95
1304418,15 years old,Male,9th,All other races,Am Indian / Alaska Native,28.445199999999996,95.26
1315916,17 years old,Female,12th,Black or African American,Black or African American,28.3232,77.11
1304362,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,23.492299999999997,70.31
938356,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,23.558699999999998,54.43
922974,14 years old,Male,9th,All other races,Asian,21.4759,65.77
507326,14 years old,Female,9th,All other races,Multiple - Non-Hispanic,28.445199999999996,95.26
770391,16 years old,Female,11th,All other races,Multiple - Non-Hispanic,52.431,160.57
771482,16 years old,Female,10th,All other races,Asian,19.631900000000005,52.160000000000004
499329,14 years old,Male,10th,Black or African American,Black or African American,22.583399999999997,67.59
933527,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,21.441399999999998,54.89
33508,16 years old,Male,9th,White,White,NA,NA
628733,14 years old,NA,9th,White,White,NA,NA
632323,16 years old,Male,11th,All other races,Asian,33.6447,106.6
1308212,17 years old,Male,10th,Black or African American,Black or African American,24.6289,63.05
397988,15 years old,Male,10th,Black or African American,Black or African American,18.611900000000006,58.97
1102000,18 years old or older,Male,11th,Black or African American,Black or African American,25.919999999999998,79.38
1108332,17 years old,Female,12th,White,White,19.284999999999997,54.43
31175,15 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
323033,15 years old,Male,9th,All other races,Multiple - Non-Hispanic,17.266399999999997,49.9
1310561,14 years old,Female,9th,White,White,21.598,49.9
1309241,18 years old or older,Male,12th,Black or African American,Black or African American,19.2332,64.41000000000001
923619,15 years old,Male,9th,All other races,Am Indian / Alaska Native,21.671300000000002,64.86
1317028,18 years old or older,Female,12th,All other races,Native Hawaiian/other PI,25.490099999999998,61.24
115762,14 years old,Female,9th,All other races,Asian,NA,NA
923767,15 years old,Male,10th,All other races,Asian,19.1488,55.339999999999996
933445,16 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
261822,17 years old,Male,11th,Black or African American,Black or African American,NA,NA
268570,17 years old,Female,10th,All other races,Am Indian / Alaska Native,NA,NA
505620,18 years old or older,Male,12th,All other races,Multiple - Non-Hispanic,NA,NA
185791,18 years old or older,Male,12th,Black or African American,Black or African American,NA,NA
1104231,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,22.821,64.41000000000001
1310502,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,21.5234,51.71
258567,16 years old,Male,11th,Black or African American,Black or African American,NA,NA
1098495,16 years old,Male,10th,Black or African American,Black or African American,19.631900000000005,52.160000000000004
400023,17 years old,Male,10th,Black or African American,Black or African American,24.429599999999997,68.95
1314101,16 years old,Female,11th,White,White,22.494,61.24
111862,17 years old,Male,10th,Black or African American,Black or African American,NA,NA
925106,16 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,36.220200000000006,114.76
1097408,16 years old,Male,9th,White,White,30.7994,99.79
922932,14 years old,Male,9th,NA,NA,17.5,56.7
632608,17 years old,Male,12th,All other races,Asian,25.460299999999997,76.2
1101169,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,19.639300000000002,65.77
187460,15 years old,Female,9th,White,White,NA,NA
923241,15 years old,Male,9th,White,White,19.284999999999997,54.43
31489,15 years old,Male,10th,Black or African American,Black or African American,NA,NA
258377,16 years old,Male,10th,All other races,Am Indian / Alaska Native,NA,NA
1100784,17 years old,Male,12th,All other races,Asian,20.09,58.06
501747,16 years old,Male,9th,All other races,Multiple - Non-Hispanic,26.4909,117.94000000000001
186168,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
334445,17 years old,Female,11th,All other races,Multiple - Non-Hispanic,25.7643,77.11
122094,18 years old or older,Female,11th,All other races,Asian,NA,NA
930603,14 years old,Female,9th,White,White,25.761699999999998,63.5
183305,16 years old,Male,11th,White,White,NA,NA
407644,17 years old,Female,10th,All other races,Am Indian / Alaska Native,22.633800000000004,55.790000000000006
1108465,17 years old,Female,11th,White,White,24.2734,62.14
922872,14 years old,Male,9th,All other races,Multiple - Non-Hispanic,17.4279,52.160000000000004
923435,15 years old,Male,9th,All other races,Asian,21.1903,61.24
255655,12 years old or younger,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1315134,17 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,25.129800000000003,58.06
1311911,15 years old,Female,10th,All other races,Multiple - Non-Hispanic,32.176500000000004,92.99000000000001
922315,NA,Male,9th,White,White,NA,NA
929490,18 years old or older,Male,11th,White,White,18.8991,59.879999999999995
