country,population,four_regions,eight_regions,six_regions,WorldRegions,Measures,Values
Czech Republic,10600000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,77.8
Czech Republic,10600000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,NA
Czech Republic,10600000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,99.9
Denmark,5580000,europe,europe_west,europe_central_asia,Europe,CO2emissions,7.28
Denmark,5580000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,6170
Denmark,5580000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3350
Denmark,5580000,europe,europe_west,europe_central_asia,Europe,IncomePP,44400
Denmark,5580000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,79.8
Denmark,5580000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Denmark,5580000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
Djibouti,866000,africa,africa_north,middle_east_north_africa,Africa,CO2emissions,0.546
Djibouti,866000,africa,africa_north,middle_east_north_africa,Africa,ElectricityUsePP,NA
Djibouti,866000,africa,africa_north,middle_east_north_africa,Africa,FoodSupplykcPPD,2500
Djibouti,866000,africa,africa_north,middle_east_north_africa,Africa,IncomePP,2710
Djibouti,866000,africa,africa_north,middle_east_north_africa,Africa,LifeExpectancyYrs,64.2
Djibouti,866000,africa,africa_north,middle_east_north_africa,Africa,FemaleLiteracyRate,NA
Djibouti,866000,africa,africa_north,middle_east_north_africa,Africa,WaterSourcePrct,76.4
Dominica,71700,americas,america_north,america,Americas,CO2emissions,1.79
Dominica,71700,americas,america_north,america,Americas,ElectricityUsePP,NA
Dominica,71700,americas,america_north,america,Americas,FoodSupplykcPPD,2960
Dominica,71700,americas,america_north,america,Americas,IncomePP,10100
Dominica,71700,americas,america_north,america,Americas,LifeExpectancyYrs,73
Dominica,71700,americas,america_north,america,Americas,FemaleLiteracyRate,NA
Dominica,71700,americas,america_north,america,Americas,WaterSourcePrct,96.5
Dominican Republic,10000000,americas,america_north,america,Americas,CO2emissions,2.12
Dominican Republic,10000000,americas,america_north,america,Americas,ElectricityUsePP,1400
Dominican Republic,10000000,americas,america_north,america,Americas,FoodSupplykcPPD,2560
Dominican Republic,10000000,americas,america_north,america,Americas,IncomePP,11300
Dominican Republic,10000000,americas,america_north,america,Americas,LifeExpectancyYrs,74.7
Dominican Republic,10000000,americas,america_north,america,Americas,FemaleLiteracyRate,90.2
Dominican Republic,10000000,americas,america_north,america,Americas,WaterSourcePrct,93.7
Ecuador,15200000,americas,america_south,america,Americas,CO2emissions,2.54
Ecuador,15200000,americas,america_south,america,Americas,ElectricityUsePP,1220
Ecuador,15200000,americas,america_south,america,Americas,FoodSupplykcPPD,2380
Ecuador,15200000,americas,america_south,america,Americas,IncomePP,9930
Ecuador,15200000,americas,america_south,america,Americas,LifeExpectancyYrs,77
Ecuador,15200000,americas,america_south,america,Americas,FemaleLiteracyRate,90.2
Ecuador,15200000,americas,america_south,america,Americas,WaterSourcePrct,90.1
Egypt,85900000,africa,africa_north,middle_east_north_africa,Africa,CO2emissions,2.53
Egypt,85900000,africa,africa_north,middle_east_north_africa,Africa,ElectricityUsePP,1660
Egypt,85900000,africa,africa_north,middle_east_north_africa,Africa,FoodSupplykcPPD,3550
Egypt,85900000,africa,africa_north,middle_east_north_africa,Africa,IncomePP,9820
Egypt,85900000,africa,africa_north,middle_east_north_africa,Africa,LifeExpectancyYrs,70.9
Egypt,85900000,africa,africa_north,middle_east_north_africa,Africa,FemaleLiteracyRate,64.6
Egypt,85900000,africa,africa_north,middle_east_north_africa,Africa,WaterSourcePrct,98.3
El Salvador,6190000,americas,america_north,america,Americas,CO2emissions,1.07
El Salvador,6190000,americas,america_north,america,Americas,ElectricityUsePP,883
El Salvador,6190000,americas,america_north,america,Americas,FoodSupplykcPPD,2540
El Salvador,6190000,americas,america_north,america,Americas,IncomePP,7430
El Salvador,6190000,americas,america_north,america,Americas,LifeExpectancyYrs,74.3
El Salvador,6190000,americas,america_north,america,Americas,FemaleLiteracyRate,NA
El Salvador,6190000,americas,america_north,america,Americas,WaterSourcePrct,90
Equatorial Guinea,994000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,6.16
Equatorial Guinea,994000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Equatorial Guinea,994000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,NA
Equatorial Guinea,994000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,34400
Equatorial Guinea,994000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,61.4
Equatorial Guinea,994000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,91.1
Equatorial Guinea,994000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,49.3
Eritrea,4470000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.133
Eritrea,4470000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,64.1
Eritrea,4470000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,NA
Eritrea,4470000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,1510
Eritrea,4470000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,62
Eritrea,4470000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,59
Eritrea,4470000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,18.3
Estonia,1330000,europe,europe_east,europe_central_asia,Europe,CO2emissions,14
Estonia,1330000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,6310
Estonia,1330000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,3290
Estonia,1330000,europe,europe_east,europe_central_asia,Europe,IncomePP,24500
Estonia,1330000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,76.3
Estonia,1330000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,99.8
Estonia,1330000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,99.5
Ethiopia,90000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.0858
Ethiopia,90000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,52.6
Ethiopia,90000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2100
Ethiopia,90000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,1160
Ethiopia,90000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,62.2
Ethiopia,90000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Ethiopia,90000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,33.1
Fiji,867000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,1.26
Fiji,867000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
Fiji,867000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2920
Fiji,867000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,7490
Fiji,867000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,65.5
Fiji,867000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Fiji,867000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,94
Finland,5390000,europe,europe_east,europe_central_asia,Europe,CO2emissions,10.5
Finland,5390000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,15700
Finland,5390000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,3310
Finland,5390000,europe,europe_east,europe_central_asia,Europe,IncomePP,40700
Finland,5390000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,80.3
Finland,5390000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,NA
Finland,5390000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,100
France,63300000,europe,europe_west,europe_central_asia,Europe,CO2emissions,5.24
France,63300000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,7230
France,63300000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3510
France,63300000,europe,europe_west,europe_central_asia,Europe,IncomePP,37500
France,63300000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,81.7
France,63300000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
France,63300000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
Gabon,1700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,2.93
Gabon,1700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,960
Gabon,1700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2770
Gabon,1700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,15900
Gabon,1700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,63.3
Gabon,1700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,85.6
Gabon,1700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,85.8
Gambia,1750000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.256
Gambia,1750000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Gambia,1750000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2690
Gambia,1750000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,1540
Gambia,1750000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,66
Gambia,1750000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,41.9
Gambia,1750000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,78.5
Georgia,4170000,europe,europe_east,europe_central_asia,Europe,CO2emissions,1.91
Georgia,4170000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,2220
Georgia,4170000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,2810
Georgia,4170000,europe,europe_east,europe_central_asia,Europe,IncomePP,7320
Georgia,4170000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,73
Georgia,4170000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,99.7
Georgia,4170000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,92
Germany,80900000,europe,europe_west,europe_central_asia,Europe,CO2emissions,9.05
Germany,80900000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,7280
Germany,80900000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3540
Germany,80900000,europe,europe_west,europe_central_asia,Europe,IncomePP,42700
Germany,80900000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,80.3
Germany,80900000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Germany,80900000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
Ghana,25100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.391
Ghana,25100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,318
Ghana,25100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,3000
Ghana,25100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,3400
Ghana,25100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,62.9
Ghana,25100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Ghana,25100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,74.4
Greece,11400000,europe,europe_west,europe_central_asia,Europe,CO2emissions,6.99
Greece,11400000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,5390
Greece,11400000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3430
Greece,11400000,europe,europe_west,europe_central_asia,Europe,IncomePP,26100
Greece,11400000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,80.5
Greece,11400000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,96.3
Greece,11400000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
Grenada,105000,americas,america_north,america,Americas,CO2emissions,2.41
Grenada,105000,americas,america_north,america,Americas,ElectricityUsePP,NA
Grenada,105000,americas,america_north,america,Americas,FoodSupplykcPPD,2420
Grenada,105000,americas,america_north,america,Americas,IncomePP,11200
Grenada,105000,americas,america_north,america,Americas,LifeExpectancyYrs,71.3
Grenada,105000,americas,america_north,america,Americas,FemaleLiteracyRate,NA
Grenada,105000,americas,america_north,america,Americas,WaterSourcePrct,95.9
Guatemala,14900000,americas,america_north,america,Americas,CO2emissions,0.792
Guatemala,14900000,americas,america_north,america,Americas,ElectricityUsePP,535
Guatemala,14900000,americas,america_north,america,Americas,FoodSupplykcPPD,2490
Guatemala,14900000,americas,america_north,america,Americas,IncomePP,6840
Guatemala,14900000,americas,america_north,america,Americas,LifeExpectancyYrs,71.5
Guatemala,14900000,americas,america_north,america,Americas,FemaleLiteracyRate,71.1
Guatemala,14900000,americas,america_north,america,Americas,WaterSourcePrct,91.5
Guinea,11000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.252
Guinea,11000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Guinea,11000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2550
Guinea,11000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,1210
Guinea,11000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,58.5
Guinea,11000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Guinea,11000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,63.9
Guinea-Bissau,1600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.154
Guinea-Bissau,1600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Guinea-Bissau,1600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2340
Guinea-Bissau,1600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,1490
Guinea-Bissau,1600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,56.2
Guinea-Bissau,1600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,42.1
Guinea-Bissau,1600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,64.9
Guyana,749000,americas,america_south,america,Americas,CO2emissions,2.38
Guyana,749000,americas,america_south,america,Americas,ElectricityUsePP,NA
Guyana,749000,americas,america_south,america,Americas,FoodSupplykcPPD,2640
Guyana,749000,americas,america_south,america,Americas,IncomePP,6130
Guyana,749000,americas,america_south,america,Americas,LifeExpectancyYrs,65.7
Guyana,749000,americas,america_south,america,Americas,FemaleLiteracyRate,NA
Guyana,749000,americas,america_south,america,Americas,WaterSourcePrct,93
Haiti,10100000,americas,america_north,america,Americas,CO2emissions,0.219
Haiti,10100000,americas,america_north,america,Americas,ElectricityUsePP,31.1
Haiti,10100000,americas,america_north,america,Americas,FoodSupplykcPPD,2100
Haiti,10100000,americas,america_north,america,Americas,IncomePP,1560
Haiti,10100000,americas,america_north,america,Americas,LifeExpectancyYrs,60.5
Haiti,10100000,americas,america_north,america,Americas,FemaleLiteracyRate,NA
Haiti,10100000,americas,america_north,america,Americas,WaterSourcePrct,62.5
Honduras,8350000,americas,america_north,america,Americas,CO2emissions,1.07
Honduras,8350000,americas,america_north,america,Americas,ElectricityUsePP,674
Honduras,8350000,americas,america_north,america,Americas,FoodSupplykcPPD,2620
Honduras,8350000,americas,america_north,america,Americas,IncomePP,4050
Honduras,8350000,americas,america_north,america,Americas,LifeExpectancyYrs,71.8
Honduras,8350000,americas,america_north,america,Americas,FemaleLiteracyRate,84.9
Honduras,8350000,americas,america_north,america,Americas,WaterSourcePrct,89.7
Hungary,9900000,europe,europe_east,europe_central_asia,Europe,CO2emissions,4.83
Hungary,9900000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,3900
Hungary,9900000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,3060
Hungary,9900000,europe,europe_east,europe_central_asia,Europe,IncomePP,22700
Hungary,9900000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,74.9
Hungary,9900000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,98.9
Hungary,9900000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,100
Iceland,323000,europe,europe_west,europe_central_asia,Europe,CO2emissions,5.82
Iceland,323000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,52400
Iceland,323000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3350
Iceland,323000,europe,europe_west,europe_central_asia,Europe,IncomePP,39500
Iceland,323000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,82.1
Iceland,323000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Iceland,323000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
India,1250000000,asia,asia_west,south_asia,Asia,CO2emissions,1.48
India,1250000000,asia,asia_west,south_asia,Asia,ElectricityUsePP,699
India,1250000000,asia,asia_west,south_asia,Asia,FoodSupplykcPPD,2460
India,1250000000,asia,asia_west,south_asia,Asia,IncomePP,4640
India,1250000000,asia,asia_west,south_asia,Asia,LifeExpectancyYrs,66.6
India,1250000000,asia,asia_west,south_asia,Asia,FemaleLiteracyRate,NA
India,1250000000,asia,asia_west,south_asia,Asia,WaterSourcePrct,85.7
Indonesia,246000000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,2.46
Indonesia,246000000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,679
Indonesia,246000000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2710
Indonesia,246000000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,8840
Indonesia,246000000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,70.2
Indonesia,246000000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,90.1
Indonesia,246000000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,85.8
Iran,75500000,asia,asia_west,middle_east_north_africa,Asia,CO2emissions,7.8
Iran,75500000,asia,asia_west,middle_east_north_africa,Asia,ElectricityUsePP,2650
Iran,75500000,asia,asia_west,middle_east_north_africa,Asia,FoodSupplykcPPD,3050
Iran,75500000,asia,asia_west,middle_east_north_africa,Asia,IncomePP,17900
Iran,75500000,asia,asia_west,middle_east_north_africa,Asia,LifeExpectancyYrs,74.8
Iran,75500000,asia,asia_west,middle_east_north_africa,Asia,FemaleLiteracyRate,NA
Iran,75500000,asia,asia_west,middle_east_north_africa,Asia,WaterSourcePrct,95
Iraq,31700000,asia,asia_west,middle_east_north_africa,Asia,CO2emissions,4.24
Iraq,31700000,asia,asia_west,middle_east_north_africa,Asia,ElectricityUsePP,1270
Iraq,31700000,asia,asia_west,middle_east_north_africa,Asia,FoodSupplykcPPD,2490
Iraq,31700000,asia,asia_west,middle_east_north_africa,Asia,IncomePP,13300
Iraq,31700000,asia,asia_west,middle_east_north_africa,Asia,LifeExpectancyYrs,67.6
Iraq,31700000,asia,asia_west,middle_east_north_africa,Asia,FemaleLiteracyRate,71.2
Iraq,31700000,asia,asia_west,middle_east_north_africa,Asia,WaterSourcePrct,83.2
Ireland,4660000,europe,europe_west,europe_central_asia,Europe,CO2emissions,7.64
Ireland,4660000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,5660
Ireland,4660000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3600
Ireland,4660000,europe,europe_west,europe_central_asia,Europe,IncomePP,45500
Ireland,4660000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,80.5
Ireland,4660000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Ireland,4660000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,98.3
Israel,7570000,asia,asia_west,middle_east_north_africa,Asia,CO2emissions,9.13
Israel,7570000,asia,asia_west,middle_east_north_africa,Asia,ElectricityUsePP,6930
Israel,7570000,asia,asia_west,middle_east_north_africa,Asia,FoodSupplykcPPD,3550
Israel,7570000,asia,asia_west,middle_east_north_africa,Asia,IncomePP,30500
Israel,7570000,asia,asia_west,middle_east_north_africa,Asia,LifeExpectancyYrs,81.6
Israel,7570000,asia,asia_west,middle_east_north_africa,Asia,FemaleLiteracyRate,NA
Israel,7570000,asia,asia_west,middle_east_north_africa,Asia,WaterSourcePrct,100
Italy,59800000,europe,europe_west,europe_central_asia,Europe,CO2emissions,6.66
Italy,59800000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,5510
Italy,59800000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3580
Italy,59800000,europe,europe_west,europe_central_asia,Europe,IncomePP,36300
Italy,59800000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,81.8
Italy,59800000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,98.7
Italy,59800000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
Jamaica,2830000,americas,america_north,america,Americas,CO2emissions,2.78
Jamaica,2830000,americas,america_north,america,Americas,ElectricityUsePP,1200
Jamaica,2830000,americas,america_north,america,Americas,FoodSupplykcPPD,2770
Jamaica,2830000,americas,america_north,america,Americas,IncomePP,8100
Jamaica,2830000,americas,america_north,america,Americas,LifeExpectancyYrs,74.8
Jamaica,2830000,americas,america_north,america,Americas,FemaleLiteracyRate,91.8
Jamaica,2830000,americas,america_north,america,Americas,WaterSourcePrct,92.5
Japan,129000000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,9.27
Japan,129000000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,8100
Japan,129000000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2710
Japan,129000000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,35800
Japan,129000000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,82.6
Japan,129000000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Japan,129000000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,98.8
Jordan,7570000,asia,asia_west,middle_east_north_africa,Asia,CO2emissions,2.86
Jordan,7570000,asia,asia_west,middle_east_north_africa,Asia,ElectricityUsePP,1870
Jordan,7570000,asia,asia_west,middle_east_north_africa,Asia,FoodSupplykcPPD,3140
Jordan,7570000,asia,asia_west,middle_east_north_africa,Asia,IncomePP,9210
Jordan,7570000,asia,asia_west,middle_east_north_africa,Asia,LifeExpectancyYrs,76.1
Jordan,7570000,asia,asia_west,middle_east_north_africa,Asia,FemaleLiteracyRate,93.9
Jordan,7570000,asia,asia_west,middle_east_north_africa,Asia,WaterSourcePrct,98.8
Kazakhstan,16600000,asia,asia_west,europe_central_asia,Asia,CO2emissions,15.6
Kazakhstan,16600000,asia,asia_west,europe_central_asia,Asia,ElectricityUsePP,4890
Kazakhstan,16600000,asia,asia_west,europe_central_asia,Asia,FoodSupplykcPPD,3210
Kazakhstan,16600000,asia,asia_west,europe_central_asia,Asia,IncomePP,21300
Kazakhstan,16600000,asia,asia_west,europe_central_asia,Asia,LifeExpectancyYrs,69
Kazakhstan,16600000,asia,asia_west,europe_central_asia,Asia,FemaleLiteracyRate,NA
Kazakhstan,16600000,asia,asia_west,europe_central_asia,Asia,WaterSourcePrct,90
Kenya,42500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.317
Kenya,42500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,151
Kenya,42500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2170
Kenya,42500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,2560
Kenya,42500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,63.8
Kenya,42500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Kenya,42500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,55.4
Kiribati,105000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,0.596
Kiribati,105000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
Kiribati,105000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,3030
Kiribati,105000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,1710
Kiribati,105000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,60.8
Kiribati,105000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Kiribati,105000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,63.9
Kuwait,3190000,asia,asia_west,middle_east_north_africa,Asia,CO2emissions,28.5
Kuwait,3190000,asia,asia_west,middle_east_north_africa,Asia,ElectricityUsePP,15800
Kuwait,3190000,asia,asia_west,middle_east_north_africa,Asia,FoodSupplykcPPD,3470
Kuwait,3190000,asia,asia_west,middle_east_north_africa,Asia,IncomePP,77500
Kuwait,3190000,asia,asia_west,middle_east_north_africa,Asia,LifeExpectancyYrs,78.9
Kuwait,3190000,asia,asia_west,middle_east_north_africa,Asia,FemaleLiteracyRate,NA
Kuwait,3190000,asia,asia_west,middle_east_north_africa,Asia,WaterSourcePrct,100
Kyrgyz Republic,5510000,asia,asia_west,europe_central_asia,Asia,CO2emissions,1.39
Kyrgyz Republic,5510000,asia,asia_west,europe_central_asia,Asia,ElectricityUsePP,1650
Kyrgyz Republic,5510000,asia,asia_west,europe_central_asia,Asia,FoodSupplykcPPD,2770
Kyrgyz Republic,5510000,asia,asia_west,europe_central_asia,Asia,IncomePP,2920
Kyrgyz Republic,5510000,asia,asia_west,europe_central_asia,Asia,LifeExpectancyYrs,69.1
Kyrgyz Republic,5510000,asia,asia_west,europe_central_asia,Asia,FemaleLiteracyRate,NA
Kyrgyz Republic,5510000,asia,asia_west,europe_central_asia,Asia,WaterSourcePrct,85.3
Lao,6330000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,0.256
Lao,6330000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
Lao,6330000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2400
Lao,6330000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,4240
Lao,6330000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,64.6
Lao,6330000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Lao,6330000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,71.8
Latvia,2090000,europe,europe_east,europe_central_asia,Europe,CO2emissions,3.49
Latvia,2090000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,3260
Latvia,2090000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,3150
Latvia,2090000,europe,europe_east,europe_central_asia,Europe,IncomePP,19800
Latvia,2090000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,73.6
Latvia,2090000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,99.8
